"";"systemsGroup";"system";"file";"devId";"dev_answer";"doa";"commit";"blame";"doaValue";"commitValue";"blameValue";"isFA";"DE";"AC";"nCommits";"LOC";"daysLastCommit";"nComAfter";"commitsPerc"
"870";"Commercial";"commercial#2";"src/account.cpp";"dev-4762";3;"hit";"hit";"miss";"0,23472";"0,08163";"0,1658";FALSE;4;173;177;442;134;1;2,20994475138122
"871";"Commercial";"commercial#2";"src/account.cpp";"dev-4683";2;"hit";"hit";"hit";"0,30263";"0,16327";"0,03627";FALSE;8;169;177;442;285;6;4,41988950276243
"872";"Commercial";"commercial#2";"src/account.cpp";"dev-4728";3;"hit";"hit";"hit";"0,18379";"0,02041";"0,00518";FALSE;1;176;177;442;146;3;0,552486187845304
"873";"Commercial";"commercial#2";"src/media/audio/audio_rtp_session.h";"dev-4691";1;"miss";"hit";"hit";"0,72593";"0,16667";"0";FALSE;1;10;11;32;50;0;6,66666666666667
"874";"Commercial";"commercial#2";"src/call.cpp";"dev-4762";3;"hit";"hit";"hit";"0,3711";"0,18182";"0,01604";FALSE;6;159;165;396;406;15;3,52941176470588
"875";"Commercial";"commercial#2";"src/call.cpp";"dev-4757";2;"hit";"hit";"hit";"0,25479";"0,0303";"0,00535";FALSE;1;164;165;396;35;7;0,588235294117647
"876";"Commercial";"commercial#2";"src/media/audio/audioloop.cpp";"dev-4700";3;"hit";"hit";"miss";"0,32087";"0,09091";"0,10714";FALSE;3;73;76;50;252;0;3,65853658536585
"877";"Commercial";"commercial#2";"src/smartools.cpp";"dev-4757";2;"miss";"miss";"hit";"0,82932";"1";"0,03623";FALSE;1;0;1;104;61;0;50
"878";"Commercial";"commercial#2";"src/ring_types.h";"dev-4679";5;"hit";"hit";"hit";"0,78998";"1";"0,16327";FALSE;6;13;19;33;369;2;26,0869565217391
"879";"Commercial";"commercial#2";"src/ring_types.h";"dev-4728";3;"hit";"hit";"hit";"0,57854";"0,16667";"0,04082";FALSE;1;18;19;33;8;0;4,34782608695652
"880";"Commercial";"commercial#2";"src/media/video/test/test_shm.cpp";"dev-4728";1;"hit";"hit";"hit";"0,58452";"0,16667";"0,01802";FALSE;1;12;13;91;147;0;6,25
"881";"Commercial";"commercial#2";"src/string_utils.cpp";"dev-4679";5;"hit";"hit";"hit";"0,97078";"1";"1";FALSE;5;6;11;62;258;2;38,4615384615385
"882";"Commercial";"commercial#2";"src/string_utils.cpp";"dev-4728";4;"hit";"hit";"miss";"0,74785";"0,2";"0,04651";FALSE;1;10;11;62;8;0;7,69230769230769
"883";"Commercial";"commercial#2";"src/im/message_engine.cpp";"dev-4679";5;"hit";"hit";"hit";"1";"0,66667";"1";TRUE;1;4;5;202;190;0;33,3333333333333
"884";"Commercial";"commercial#2";"src/im/message_engine.cpp";"dev-4739";1;"miss";"miss";"hit";"0,72811";"0,33333";"0,01778";FALSE;1;4;5;202;194;2;16,6666666666667
"885";"Commercial";"commercial#2";"src/media/audio/pulseaudio/audiostream.h";"dev-4679";5;"hit";"hit";"hit";"0,72924";"0,66667";"1";FALSE;8;39;47;46;312;1;15,0943396226415
"886";"Commercial";"commercial#2";"src/media/audio/pulseaudio/audiostream.h";"dev-4700";3;"hit";"hit";"hit";"0,50991";"0,16667";"0,05714";FALSE;2;45;47;46;252;0;3,77358490566038
"887";"Commercial";"commercial#2";"src/sip/sipaccount.h";"dev-4762";3;"hit";"hit";"hit";"0,15766";"0,05405";"0,0914";FALSE;4;256;260;280;125;2;1,50943396226415
"888";"Commercial";"commercial#2";"src/sip/sipaccount.h";"dev-4683";2;"hit";"hit";"miss";"0,16967";"0,06757";"0,1129";FALSE;5;255;260;280;424;11;1,88679245283019
"889";"Commercial";"commercial#2";"src/media/media_decoder.h";"dev-4679";5;"miss";"hit";"hit";"0,51418";"0,26667";"0,15385";FALSE;4;31;35;88;491;12;10
"890";"Commercial";"commercial#2";"src/media/media_decoder.h";"dev-4691";5;"miss";"hit";"miss";"0,51418";"0,26667";"0,09615";FALSE;4;31;35;88;7;0;10
"891";"Commercial";"commercial#2";"src/media/media_decoder.h";"dev-4683";2;"hit";"hit";"miss";"0,41978";"0,06667";"0,36538";FALSE;1;34;35;88;308;7;2,5
"892";"Commercial";"commercial#2";"src/media/media_buffer.h";"dev-4683";2;"miss";"miss";"hit";"0,73503";"0,66667";"0,06522";FALSE;2;5;7;43;403;3;22,2222222222222
"893";"Commercial";"commercial#2";"src/im/instant_messaging.h";"dev-4762";2;"hit";"hit";"miss";"0,53045";"0,1875";"1";FALSE;3;52;55;21;431;7;5
"894";"Commercial";"commercial#2";"src/im/instant_messaging.h";"dev-4741";1;"hit";"hit";"hit";"0,45863";"0,0625";"0,02857";FALSE;1;54;55;21;234;1;1,66666666666667
"895";"Commercial";"commercial#2";"src/media/audio/audiorecord.h";"dev-4757";2;"hit";"hit";"hit";"0,30562";"0,03448";"0,02703";FALSE;1;69;70;42;35;0;1,31578947368421
"896";"Commercial";"commercial#2";"src/media/video/winvideo/video_device_impl.cpp";"dev-4679";2;"miss";"miss";"miss";"0,68797";"0,33333";"0,21348";FALSE;1;4;5;267;272;1;16,6666666666667
"897";"Commercial";"commercial#2";"src/ringdht/ringaccount.cpp";"dev-4700";5;"miss";"hit";"hit";"0,56718";"0,55882";"0,19335";FALSE;57;140;197;2024;19;6;28,5
"898";"Commercial";"commercial#2";"src/ringdht/ringaccount.cpp";"dev-4679";5;"hit";"hit";"hit";"1";"1";"1";TRUE;101;96;197;2024;5;0;51
"899";"Commercial";"commercial#2";"src/ringdht/ringaccount.cpp";"dev-4762";3;"hit";"hit";"hit";"0,1839";"0,11765";"0,04655";FALSE;12;185;197;2024;13;4;6
"900";"Commercial";"commercial#2";"src/ringdht/ringaccount.cpp";"dev-4683";1;"hit";"hit";"hit";"0,11588";"0,03922";"0,00153";FALSE;4;193;197;2024;277;50;2
"901";"Commercial";"commercial#2";"src/ringdht/ringaccount.cpp";"dev-4757";2;"hit";"hit";"hit";"0,09037";"0,0098";"0";FALSE;1;196;197;2024;35;17;0,5
"902";"Commercial";"commercial#2";"src/ringdht/ringaccount.cpp";"dev-4739";1;"hit";"hit";"hit";"0,09037";"0,0098";"0,00307";FALSE;1;196;197;2024;194;38;0,5
"903";"Commercial";"commercial#2";"src/ringdht/ringaccount.cpp";"dev-4741";2;"hit";"hit";"hit";"0,09037";"0,0098";"0";FALSE;1;196;197;2024;234;42;0,5
"904";"Commercial";"commercial#2";"src/media/video/test/test_video_input.cpp";"dev-4683";1;"miss";"hit";"miss";"0,69391";"0,14286";"0,10714";FALSE;1;16;17;23;296;2;4,76190476190476
"905";"Commercial";"commercial#2";"src/media/video/test/test_video_input.cpp";"dev-4728";1;"miss";"hit";"hit";"0,69391";"0,14286";"0,03571";FALSE;1;16;17;23;147;0;4,76190476190476
"906";"Commercial";"commercial#2";"src/account_factory.h";"dev-4700";5;"hit";"hit";"hit";"1";"1";"1";TRUE;4;4;8;102;161;0;50
"907";"Commercial";"commercial#2";"src/account_factory.h";"dev-4679";4;"hit";"hit";"miss";"0,70852";"0,6";"0";FALSE;3;5;8;102;253;2;30
"908";"Commercial";"commercial#2";"src/dring/account_const.h";"dev-4762";4;"miss";"hit";"miss";"0,5401";"0,22222";"0,06475";FALSE;2;29;31;169;463;14;6,06060606060606
"909";"Commercial";"commercial#2";"src/dring/account_const.h";"dev-4700";5;"hit";"hit";"miss";"0,69";"0,66667";"0,04317";FALSE;6;25;31;169;105;2;18,1818181818182
"910";"Commercial";"commercial#2";"src/dring/account_const.h";"dev-4679";5;"hit";"hit";"hit";"0,69";"0,66667";"0,17266";FALSE;6;25;31;169;23;0;18,1818181818182
"911";"Commercial";"commercial#2";"src/dring/account_const.h";"dev-4741";2;"hit";"miss";"hit";"0,5401";"0,22222";"0,03597";FALSE;2;29;31;169;166;4;6,06060606060606
"912";"Commercial";"commercial#2";"src/media/socket_pair.cpp";"dev-4700";5;"hit";"hit";"hit";"1";"1";"1";FALSE;28;31;59;417;98;1;44,4444444444444
"913";"Commercial";"commercial#2";"src/media/socket_pair.cpp";"dev-4683";1;"hit";"hit";"hit";"0,36725";"0,10714";"0,07254";FALSE;3;56;59;417;603;16;4,76190476190476
"914";"Commercial";"commercial#2";"src/media/socket_pair.cpp";"dev-4728";2;"hit";"hit";"hit";"0,31718";"0,03571";"0,00518";FALSE;1;58;59;417;8;0;1,58730158730159
"915";"Commercial";"commercial#2";"src/media/audio/audioloop.h";"dev-4679";4;"hit";"hit";"hit";"0,72895";"0,5";"0,23333";FALSE;7;40;47;34;569;3;13,2075471698113
"916";"Commercial";"commercial#2";"src/media/audio/audioloop.h";"dev-4700";3;"miss";"miss";"miss";"0,61347";"0,28571";"0,5";FALSE;4;43;47;34;56;0;7,54716981132075
"917";"Commercial";"commercial#2";"src/media/audio/sound/audiofile.cpp";"dev-4700";4;"miss";"miss";"miss";"0,24277";"0,06667";"0,05";FALSE;3;117;120;87;252;0;2,36220472440945
"918";"Commercial";"commercial#2";"src/media/audio/sound/audiofile.cpp";"dev-4679";5;"miss";"hit";"hit";"0,35058";"0,2";"0,1";FALSE;9;111;120;87;498;2;7,08661417322835
"919";"Commercial";"commercial#2";"src/media/video/sinkclient.h";"dev-4762";2;"hit";"hit";"hit";"0,48519";"0,09091";"0";FALSE;1;29;30;46;496;11;2,94117647058824
"920";"Commercial";"commercial#2";"src/media/video/sinkclient.h";"dev-4683";3;"hit";"hit";"miss";"0,52107";"0,18182";"0,2093";FALSE;2;28;30;46;403;3;5,88235294117647
"921";"Commercial";"commercial#2";"src/sip/pattern.h";"dev-4741";1;"hit";"hit";"hit";"0,52507";"0,07692";"0,02041";FALSE;1;27;28;43;234;0;3,125
"922";"Commercial";"commercial#2";"src/manager.cpp";"dev-4762";3;"hit";"miss";"hit";"0,44628";"0,25806";"0,02656";FALSE;8;107;115;2135;41;4;6,77966101694915
"923";"Commercial";"commercial#2";"src/manager.cpp";"dev-4683";3;"hit";"hit";"hit";"0,35022";"0,12903";"0,00625";FALSE;4;111;115;2135;167;11;3,38983050847458
"924";"Commercial";"commercial#2";"src/manager.cpp";"dev-4741";2;"hit";"hit";"hit";"0,27822";"0,03226";"0,01055";FALSE;1;114;115;2135;188;13;0,847457627118644
"925";"Commercial";"commercial#2";"src/manager.cpp";"dev-4691";2;"hit";"hit";"hit";"0,30222";"0,06452";"0,0082";FALSE;2;113;115;2135;7;0;1,69491525423729
"926";"Commercial";"commercial#2";"src/sip/sip_utils.h";"dev-4762";2;"hit";"hit";"miss";"0,48445";"0,1";"0,41667";FALSE;1;30;31;57;431;4;3,03030303030303
"927";"Commercial";"commercial#2";"src/media/video/video_rtp_session.cpp";"dev-4691";5;"miss";"miss";"miss";"0,19109";"0,03636";"0,01389";FALSE;2;113;115;424;27;0;1,70940170940171
"928";"Commercial";"commercial#2";"src/media/video/video_rtp_session.cpp";"dev-4741";1;"hit";"hit";"hit";"0,17591";"0,01818";"0,00347";FALSE;1;114;115;424;234;2;0,854700854700855
"929";"Commercial";"commercial#2";"src/security/certstore.h";"dev-4679";5;"hit";"hit";"hit";"1";"1";"1";TRUE;5;3;8;80;7;0;66,6666666666667
"930";"Commercial";"commercial#2";"src/buildinfo.cpp";"dev-4728";4;"hit";"hit";"miss";"0,64628";"0,25";"0,05263";FALSE;1;3;4;15;8;0;20
"931";"Commercial";"commercial#2";"src/media/video/video_sender.cpp";"dev-4700";5;"miss";"hit";"hit";"0,33513";"0,24675";"0,66667";FALSE;19;94;113;68;252;1;16,3793103448276
"932";"Commercial";"commercial#2";"src/media/rtp_session.h";"dev-4691";3;"hit";"hit";"hit";"0,53056";"0,125";"0";FALSE;1;8;9;35;50;0;9,09090909090909
"933";"Commercial";"commercial#2";"configure.ac";"dev-4762";4;"miss";"miss";"hit";"0,1021";"0,03636";"0,11111";FALSE;4;451;455;522;134;14;0,869565217391304
"934";"Commercial";"commercial#2";"configure.ac";"dev-4691";5;"miss";"miss";"miss";"0,08517";"0,01818";"0,00694";FALSE;2;453;455;522;7;0;0,434782608695652
"935";"Commercial";"commercial#2";"configure.ac";"dev-4683";3;"hit";"hit";"miss";"0,13596";"0,07273";"0,22222";FALSE;8;447;455;522;277;29;1,73913043478261
"936";"Commercial";"commercial#2";"configure.ac";"dev-4741";2;"hit";"hit";"hit";"0,11057";"0,04545";"0,04861";FALSE;5;450;455;522;118;11;1,08695652173913
"937";"Commercial";"commercial#2";"configure.ac";"dev-4750";2;"hit";"hit";"hit";"0,0767";"0,00909";"0,01389";FALSE;1;454;455;522;39;4;0,217391304347826
"938";"Commercial";"commercial#2";"src/media/video/video_base.cpp";"dev-4691";3;"hit";"hit";"hit";"0,28935";"0,06667";"0,01538";FALSE;2;53;55;89;27;0;3,44827586206897
"939";"Commercial";"commercial#2";"src/plugin_manager.h";"dev-4700";5;"hit";"hit";"hit";"1";"1";"1";TRUE;5;5;10;65;161;0;50
"940";"Commercial";"commercial#2";"src/plugin_manager.h";"dev-4679";3;"miss";"miss";"hit";"0,62894";"0,33333";"0,00649";FALSE;2;8;10;65;531;3;16,6666666666667
"941";"Commercial";"commercial#2";"src/media/audio/dcblocker.cpp";"dev-4700";3;"hit";"miss";"miss";"0,52928";"0,27273";"0,25926";FALSE;3;40;43;38;252;1;6,38297872340426
"942";"Commercial";"commercial#2";"src/sip/sipcall.cpp";"dev-4762";3;"hit";"hit";"hit";"0,18146";"0,07353";"0,08282";FALSE;5;275;280;897;134;11;1,74825174825175
"943";"Commercial";"commercial#2";"src/sip/sipcall.cpp";"dev-4683";2;"hit";"hit";"hit";"0,18146";"0,07353";"0,01227";FALSE;5;275;280;897;337;16;1,74825174825175
"944";"Commercial";"commercial#2";"src/sip/sipcall.cpp";"dev-4691";2;"hit";"hit";"hit";"0,12954";"0,01471";"0";FALSE;1;279;280;897;50;8;0,34965034965035
"945";"Commercial";"commercial#2";"src/sip/sdes_negotiator.cpp";"dev-4741";1;"hit";"hit";"hit";"0,39945";"0,05";"0,01351";FALSE;1;56;57;111;234;1;1,63934426229508
"946";"Commercial";"commercial#2";"src/media/socket_pair.h";"dev-4700";5;"hit";"hit";"hit";"1";"1";"0,71795";FALSE;12;11;23;85;252;0;44,4444444444444
"947";"Commercial";"commercial#2";"src/media/socket_pair.h";"dev-4679";4;"hit";"hit";"hit";"0,62906";"0,25";"0,5641";FALSE;3;20;23;85;604;7;11,1111111111111
"948";"Commercial";"commercial#2";"src/media/audio/opensl/audio_recorder.h";"dev-4679";3;"miss";"miss";"miss";"1";"1";"1";TRUE;0;1;1;30;313;1;50
"949";"Commercial";"commercial#2";"src/media/audio/opensl/opensllayer.cpp";"dev-4679";5;"hit";"hit";"hit";"0,71324";"0,69231";"1";FALSE;18;84;102;437;57;0;17,1428571428571
"950";"Commercial";"commercial#2";"src/sip/sdp.h";"dev-4741";1;"hit";"hit";"hit";"0,1557";"0,01613";"0,01299";FALSE;1;135;136;150;234;1;0,709219858156028
"951";"Commercial";"commercial#2";"src/media/media_buffer.cpp";"dev-4700";5;"hit";"hit";"hit";"1";"1";"1";TRUE;4;6;10;182;252;1;41,6666666666667
"952";"Commercial";"commercial#2";"src/media/media_buffer.cpp";"dev-4679";4;"hit";"hit";"miss";"0,65931";"0,4";"0,09852";FALSE;2;8;10;182;265;2;16,6666666666667
"953";"Commercial";"commercial#2";"src/media/media_buffer.cpp";"dev-4683";2;"miss";"miss";"hit";"0,65931";"0,4";"0,04926";FALSE;2;8;10;182;403;5;16,6666666666667
"954";"Commercial";"commercial#2";"src/media/media_buffer.cpp";"dev-4728";3;"miss";"miss";"hit";"0,61457";"0,2";"0,00493";FALSE;1;9;10;182;8;0;8,33333333333333
"955";"Commercial";"commercial#2";"src/sip/siptransport.h";"dev-4700";5;"miss";"hit";"hit";"0,59199";"0,42857";"0,2236";FALSE;12;57;69;134;252;1;16,9014084507042
"956";"Commercial";"commercial#2";"src/sip/siptransport.h";"dev-4679";5;"hit";"hit";"hit";"1";"1";"1";FALSE;28;41;69;134;496;3;39,4366197183099
"957";"Commercial";"commercial#2";"src/sip/siptransport.h";"dev-4762";1;"hit";"hit";"hit";"0,31381";"0,03571";"0";FALSE;1;68;69;134;134;0;1,40845070422535
"958";"OSS";"django";"tests/test_discovery_sample2/tests.py";"dev-3851";4;"hit";"hit";"miss";"0,82932";"1";"0";FALSE;1;0;1;32;604;0;50
"959";"OSS";"django";"django/contrib/gis/db/backends/spatialite/operations.py";"dev-3359";3;"hit";"hit";"hit";"0,57592";"0,16667";"0,02963";FALSE;2;59;61;187;611;17;3,2258064516129
"960";"OSS";"django";"tests/forms_tests/tests/test_formsets.py";"dev-4280";4;"miss";"miss";"miss";"0,63711";"0,14286";"0,01008";FALSE;1;45;46;850;488;6;2
"961";"OSS";"django";"tests/forms_tests/tests/test_formsets.py";"dev-3321";2;"hit";"hit";"hit";"0,63711";"0,14286";"0,01849";FALSE;1;45;46;850;1158;28;2
"962";"OSS";"django";"tests/forms_tests/tests/test_formsets.py";"dev-3986";3;"hit";"hit";"hit";"0,63711";"0,14286";"0,0084";FALSE;1;45;46;850;795;10;2
"963";"OSS";"django";"django/core/signals.py";"dev-3086";4;"miss";"hit";"hit";"0,78671";"1";"0,25";FALSE;1;2;3;5;648;0;25
"964";"OSS";"django";"tests/i18n/commands/templates/test.html";"dev-3453";4;"miss";"miss";"hit";"0,63341";"0,2";"0,11111";FALSE;1;17;18;85;329;4;4,76190476190476
"965";"OSS";"django";"django/contrib/postgres/functions.py";"dev-3359";5;"hit";"hit";"hit";"0,82932";"1";"0,11111";FALSE;1;0;1;7;135;0;50
"966";"OSS";"django";"django/contrib/postgres/functions.py";"dev-4091";2;"miss";"miss";"miss";"1";"1";"1";TRUE;0;1;1;7;413;1;50
"967";"OSS";"django";"django/core/checks/templates.py";"dev-3603";5;"hit";"hit";"hit";"0,82932";"1";"0,82609";FALSE;1;0;1;33;122;0;50
"968";"OSS";"django";"django/contrib/postgres/aggregates/general.py";"dev-3356";4;"hit";"hit";"hit";"0,82932";"1";"0,1";FALSE;1;0;1;28;65;0;50
"969";"OSS";"django";"tests/template_tests/test_logging.py";"dev-3927";3;"miss";"miss";"miss";"0,86125";"1";"1";FALSE;2;1;3;97;301;0;50
"970";"OSS";"django";"django/contrib/gis/db/models/query.py";"dev-3086";2;"hit";"hit";"hit";"0,38065";"0,0625";"0,00458";FALSE;1;60;61;382;529;7;1,61290322580645
"971";"OSS";"django";"django/contrib/gis/db/models/query.py";"dev-3359";3;"hit";"hit";"hit";"0,38065";"0,0625";"0,00229";FALSE;1;60;61;382;936;23;1,61290322580645
"972";"OSS";"django";"django/contrib/gis/db/models/query.py";"dev-4162";2;"hit";"hit";"hit";"0,38065";"0,0625";"0,00229";FALSE;1;60;61;382;559;11;1,61290322580645
"973";"OSS";"django";"tests/db_functions/models.py";"dev-3359";5;"hit";"hit";"hit";"1";"1";"1";TRUE;1;2;3;42;135;0;50
"974";"OSS";"django";"tests/transaction_hooks/tests.py";"dev-3345";4;"hit";"hit";"miss";"0,82932";"1";"0,06364";FALSE;1;0;1;173;62;0;50
"975";"OSS";"django";"django/db/migrations/autodetector.py";"dev-4162";1;"hit";"hit";"hit";"0,15745";"0,01786";"0,01849";FALSE;1;130;131;879;559;21;0,757575757575758
"976";"OSS";"django";"django/db/migrations/autodetector.py";"dev-3986";1;"hit";"hit";"hit";"0,15745";"0,01786";"0";FALSE;1;130;131;879;851;89;0,757575757575758
"977";"OSS";"django";"tests/prefetch_related/test_uuid.py";"dev-4085";4;"hit";"hit";"hit";"1";"1";"1";TRUE;0;1;1;81;410;1;50
"978";"OSS";"django";"tests/delete/tests.py";"dev-3817";3;"hit";"hit";"hit";"0,7202";"0,25";"0,00885";FALSE;1;28;29;368;184;1;3,2258064516129
"979";"OSS";"django";"django/views/decorators/clickjacking.py";"dev-3201";4;"hit";"hit";"miss";"0,80095";"1";"0";FALSE;1;1;2;22;322;0;33,3333333333333
"980";"OSS";"django";"tests/auth_tests/test_mixins.py";"dev-3817";4;"miss";"hit";"miss";"0,78671";"1";"0,0166";FALSE;1;2;3;185;184;2;25
"981";"OSS";"django";"tests/forms_tests/tests/test_widgets.py";"dev-4280";5;"miss";"miss";"hit";"0,48954";"0,07143";"0,40816";FALSE;1;65;66;141;488;11;1,42857142857143
"982";"OSS";"django";"tests/forms_tests/tests/test_widgets.py";"dev-3201";2;"hit";"hit";"hit";"0,48954";"0,07143";"0";FALSE;1;65;66;141;322;5;1,42857142857143
"983";"OSS";"django";"tests/forms_tests/tests/test_widgets.py";"dev-4015";2;"hit";"hit";"hit";"0,48954";"0,07143";"0";FALSE;1;65;66;141;446;9;1,42857142857143
"984";"OSS";"django";"tests/forms_tests/tests/test_widgets.py";"dev-3090";3;"hit";"hit";"hit";"0,48954";"0,07143";"0";FALSE;1;65;66;141;998;28;1,42857142857143
"985";"OSS";"ember.js";"packages/ember-runtime/tests/system/string/decamelize_test.js";"dev-5396";4;"miss";"miss";"hit";"0,74785";"0,25";"0,90909";FALSE;1;10;11;50;448;2;6,66666666666667
"986";"OSS";"ember.js";"packages/ember-metal/lib/is_empty.js";"dev-4777";3;"hit";"hit";"hit";"0,67715";"0,33333";"0,07692";FALSE;1;9;10;28;276;1;8,33333333333333
"987";"OSS";"ember.js";"packages/ember-metal/lib/is_empty.js";"dev-4958";1;"hit";"hit";"hit";"0,67715";"0,33333";"0";FALSE;1;9;10;28;675;8;8,33333333333333
"988";"OSS";"ember.js";"packages/ember-glimmer/tests/integration/helpers/element-action-test.js";"dev-4812";5;"hit";"miss";"hit";"1";"0,5";"1";TRUE;0;5;5;1156;74;5;16,6666666666667
"989";"OSS";"ember.js";"packages/ember-runtime/lib/controllers/controller.js";"dev-5074";5;"miss";"miss";"miss";"0,67254";"0,375";"0";FALSE;3;38;41;16;1056;22;6,81818181818182
"990";"OSS";"ember.js";"packages/ember-runtime/lib/controllers/controller.js";"dev-4929";3;"hit";"hit";"miss";"0,58385";"0,125";"0,11429";FALSE;1;40;41;16;737;10;2,27272727272727
"991";"OSS";"ember.js";"packages/ember-runtime/lib/controllers/controller.js";"dev-4824";2;"hit";"hit";"hit";"0,58385";"0,125";"0";FALSE;1;40;41;16;1294;33;2,27272727272727
"992";"OSS";"ember.js";"packages/ember-htmlbars/lib/helpers/hash.js";"dev-5340";5;"hit";"hit";"hit";"1";"1";"1";TRUE;0;1;1;3;321;1;50
"993";"OSS";"ember.js";"packages/ember-runtime/tests/mixins/enumerable_test.js";"dev-5108";3;"hit";"hit";"hit";"0,62306";"0,11111";"0,01852";FALSE;1;36;37;267;182;2;2,38095238095238
"994";"OSS";"ember.js";"packages/ember-runtime/tests/mixins/enumerable_test.js";"dev-5295";2;"hit";"hit";"hit";"0,62306";"0,11111";"0,01852";FALSE;1;36;37;267;1009;23;2,38095238095238
"995";"OSS";"ember.js";"packages/ember-glimmer/lib/utils/process-args.js";"dev-5340";4;"hit";"miss";"hit";"1";"0,5";"0,32258";TRUE;0;7;7;119;89;7;12,5
"996";"OSS";"ember.js";"packages/ember-htmlbars/lib/system/invoke-helper.js";"dev-5340";2;"hit";"hit";"miss";"0,72811";"0,5";"0,2";FALSE;1;4;5;23;188;0;16,6666666666667
"997";"OSS";"ember.js";"packages/ember-template-compiler/lib/plugins/transform-inline-link-to.js";"dev-5340";4;"hit";"hit";"hit";"0,82932";"1";"0,23077";FALSE;1;0;1;39;73;0;50
"998";"OSS";"ember.js";"packages/ember-glimmer/lib/utils/iterable.js";"dev-4812";3;"hit";"miss";"miss";"0,78671";"1";"0,20168";FALSE;1;2;3;150;22;0;25
"999";"OSS";"ember.js";"packages/ember-glimmer/lib/modifiers/action.js";"dev-4812";5;"hit";"hit";"hit";"1";"1";"1";TRUE;1;1;2;162;74;1;66,6666666666667
"1000";"OSS";"ember.js";"packages/ember-glimmer/tests/integration/components/closure-components-test.js";"dev-5340";4;"hit";"miss";"hit";"1";"0,5";"1";TRUE;0;4;4;527;112;4;20
"1001";"OSS";"Faker";"src/Faker/Provider/sl_SI/Payment.php";"dev-4430";2;"miss";"miss";"miss";"1";"1";"1";TRUE;0;1;1;9;738;1;50
"1002";"OSS";"Faker";"src/Faker/Provider/es_PE/Person.php";"dev-4480";5;"miss";"hit";"miss";"0,79522";"1";"0,04255";FALSE;2;2;4;77;419;0;40
"1003";"OSS";"Faker";"src/Faker/Provider/en_GB/Address.php";"dev-4451";4;"miss";"miss";"hit";"0,57429";"0,25";"0,72368";FALSE;2;12;14;120;3;1;13,3333333333333
"1004";"OSS";"Faker";"src/Faker/ORM/Spot/ColumnTypeGuesser.php";"dev-4657";5;"hit";"hit";"hit";"1";"1";"0,11594";TRUE;1;0;1;60;159;0;100
"1005";"OSS";"Faker";"src/Faker/Calculator/Iban.php";"dev-4594";5;"miss";"miss";"miss";"0,78671";"0,5";"0";FALSE;1;2;3;32;284;2;25
"1006";"OSS";"Faker";"src/Faker/Provider/lv_LV/Address.php";"dev-4594";5;"hit";"hit";"hit";"1";"1";"1";TRUE;0;1;1;95;1096;1;50
"1007";"OSS";"Faker";"src/Faker/Provider/ka_GE/Person.php";"dev-4496";4;"hit";"hit";"hit";"1";"1";"1";TRUE;0;2;2;55;568;2;33,3333333333333
"1008";"OSS";"Faker";"src/Faker/Provider/Uuid.php";"dev-4594";5;"miss";"miss";"miss";"0,6139";"0,2";"0";FALSE;1;5;6;39;281;0;14,2857142857143
"1009";"OSS";"Faker";"src/Faker/Provider/Uuid.php";"dev-4519";4;"hit";"hit";"hit";"1";"1";"1";TRUE;4;2;6;39;1251;2;71,4285714285714
"1010";"OSS";"Faker";"src/Faker/Provider/Company.php";"dev-4594";5;"miss";"miss";"miss";"0,64324";"0,2";"0";FALSE;1;10;11;26;281;0;6,25
"1011";"OSS";"Faker";"src/Faker/Provider/sl_SI/Address.php";"dev-4430";2;"miss";"miss";"miss";"1";"1";"1";TRUE;3;1;4;82;638;1;80
"1012";"OSS";"Faker";"src/Faker/Provider/en_PH/PhoneNumber.php";"dev-4484";3;"miss";"miss";"miss";"1";"1";"0,87097";TRUE;0;1;1;49;414;1;50
"1013";"OSS";"Faker";"src/Faker/Provider/id_ID/Address.php";"dev-4671";5;"hit";"hit";"hit";"1";"1";"1";TRUE;1;2;3;221;715;2;50
"1014";"OSS";"Faker";"src/Faker/Provider/ru_RU/Text.php";"dev-4673";5;"hit";"hit";"miss";"0,82932";"1";"0";FALSE;1;0;1;3357;78;0;50
"1015";"OSS";"Faker";"src/Faker/Provider/Biased.php";"dev-4594";3;"hit";"hit";"hit";"0,74657";"0,5";"0";FALSE;1;1;2;25;281;0;33,3333333333333
"1016";"OSS";"Faker";"src/Faker/Provider/uk_UA/Text.php";"dev-4673";5;"miss";"miss";"miss";"0,74657";"0,5";"0";FALSE;1;1;2;3282;78;0;33,3333333333333
"1017";"OSS";"Faker";"src/Faker/Provider/hu_HU/Person.php";"dev-4406";4;"hit";"hit";"hit";"0,9195";"1";"0,64865";FALSE;3;1;4;64;85;0;60
"1018";"OSS";"Faker";"src/Faker/Provider/lt_LT/Company.php";"dev-4600";4;"hit";"hit";"miss";"0,82932";"1";"0,07143";FALSE;1;0;1;12;77;0;50
"1019";"OSS";"Faker";"src/Faker/Provider/sl_SI/PhoneNumber.php";"dev-4430";2;"miss";"miss";"miss";"1";"1";"1";TRUE;1;1;2;16;737;1;66,6666666666667
"1020";"OSS";"Faker";"src/Faker/ORM/Spot/EntityPopulator.php";"dev-4657";5;"hit";"hit";"miss";"1";"1";"0";TRUE;0;1;1;123;200;1;50
"1021";"OSS";"Faker";"src/Faker/ORM/Spot/EntityPopulator.php";"dev-4673";3;"miss";"miss";"hit";"0,82932";"1";"0";FALSE;1;0;1;123;160;0;50
