message;systemsGroup;system;file;answer;doa;commit;blame;newApproach;doaV;CommitV;blameV;nDevs;isFirst;DE;nChanges;devCommits;nCommits;LoComm;LoCode;devChurn;fileChurn;daysLastChange;daysLC;daysSurvey;nComAfter;dateLC;last10-s;last10
OK Maintainer;Commercial;ring-daemon;src/media/socket_pair.cpp;5;FALSE;FALSE;FALSE;FALSE;1;1;1;9;FALSE;28;59;28;63;40;417;1231;2166;8;98;36;1;39:32,0;nyyynyynnn;5
OK Non-Maintainers;Commercial;ring-daemon;src/media/socket_pair.cpp;1;FALSE;FALSE;FALSE;FALSE;0,36725;0,10714;0,07254;9;FALSE;3;59;3;63;40;417;25;2166;8;603;542;16;36:09,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;src/media/socket_pair.cpp;2;FALSE;FALSE;FALSE;FALSE;0,31718;0,03571;0,00518;9;FALSE;1;59;1;63;40;417;1;2166;8;8;15;0;19:19,0;ynnnnnnnnn;1
OK Maintainer;Commercial;ring-daemon;src/media/audio/audioloop.h;4;FALSE;FALSE;FALSE;FALSE;0,72895;0,5;0,23333;13;FALSE;7;47;7;53;42;34;42;538;56;569;507;3;23:27,0;nnnynnynyn;3
Non-Maintainers failure;Commercial;ring-daemon;src/media/audio/audioloop.h;3;TRUE;TRUE;TRUE;TRUE;0,61347;0,28571;0,5;13;FALSE;4;47;4;53;42;34;35;538;56;56;63;0;15:43,0;yyynyynnnn;5
Maintainers failure;Commercial;ring-daemon;src/media/audio/sound/audiofile.cpp;4;TRUE;TRUE;TRUE;TRUE;0,24277;0,06667;0,05;15;FALSE;3;120;3;127;25;87;20;3343;252;252;190;0;59:05,0;yynnnynnny;4
Maintainers failure;Commercial;ring-daemon;src/media/audio/sound/audiofile.cpp;5;TRUE;FALSE;FALSE;FALSE;0,35058;0,2;0,1;15;FALSE;9;120;9;127;25;87;125;3343;252;498;437;2;59:33,0;nnyyynnnnn;3
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/sinkclient.h;2;FALSE;FALSE;FALSE;FALSE;0,48519;0,09091;0;9;FALSE;1;30;1;34;23;46;2;336;181;496;435;11;25:09,0;nnnnnnnnnn;0
Non-Maintainers failure;Commercial;ring-daemon;src/media/video/sinkclient.h;3;FALSE;FALSE;TRUE;FALSE;0,52107;0,18182;0,2093;9;FALSE;2;30;2;34;23;46;15;336;181;403;342;3;10:08,0;nnnynnynnn;2
OK Non-Maintainers;Commercial;ring-daemon;src/sip/pattern.h;1;FALSE;FALSE;FALSE;FALSE;0,52507;0,07692;0,02041;8;FALSE;1;28;1;32;107;43;4;1410;234;234;172;0;21:30,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/manager.cpp;3;FALSE;TRUE;FALSE;FALSE;0,44628;0,25806;0,02656;16;FALSE;8;115;8;118;250;2135;179;6659;7;41;49;4;43:04,0;nnnnynnnyy;3
OK Non-Maintainers;Commercial;ring-daemon;src/manager.cpp;3;FALSE;FALSE;FALSE;FALSE;0,35022;0,12903;0,00625;16;FALSE;4;115;4;118;250;2135;35;6659;7;167;105;11;12:34,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;src/manager.cpp;2;FALSE;FALSE;FALSE;FALSE;0,27822;0,03226;0,01055;16;FALSE;1;115;1;118;250;2135;29;6659;7;188;127;13;04:34,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;src/manager.cpp;2;FALSE;FALSE;FALSE;FALSE;0,30222;0,06452;0,0082;16;FALSE;2;115;2;118;250;2135;25;6659;7;7;14;0;00:51,0;ynynnnnnnn;2
Non-Maintainers failure;Commercial;ring-daemon;src/sip/sip_utils.h;2;FALSE;FALSE;TRUE;FALSE;0,48445;0,1;0,41667;8;FALSE;1;31;1;33;31;57;15;303;105;431;370;4;35:46,0;nnnnynnnnn;1
Maintainers failure;Commercial;ring-daemon;src/media/video/video_rtp_session.cpp;5;TRUE;TRUE;TRUE;TRUE;0,19109;0,03636;0,01389;11;FALSE;2;115;2;117;50;424;44;2109;27;27;35;0;19:10,0;yynnnnnnnn;2
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/video_rtp_session.cpp;1;FALSE;FALSE;FALSE;FALSE;0,17591;0,01818;0,00347;11;FALSE;1;115;1;117;50;424;2;2109;27;234;172;2;21:30,0;nnynnnnnnn;1
OK Maintainer;Commercial;ring-daemon;src/security/certstore.h;5;FALSE;FALSE;FALSE;FALSE;1;1;1;3;TRUE;5;8;6;9;33;80;187;198;7;7;15;0;14:06,0;ynnyynyyy;6
Maintainers failure;Commercial;ring-daemon;src/buildinfo.cpp;4;FALSE;FALSE;TRUE;FALSE;0,64628;0,25;0,05263;2;FALSE;1;4;1;5;19;15;2;66;8;8;15;0;19:19,0;ynnnn;1
Maintainers failure;Commercial;ring-daemon;src/media/video/video_sender.cpp;5;TRUE;FALSE;FALSE;FALSE;0,33513;0,24675;0,66667;11;FALSE;19;113;19;116;22;68;1745;3680;181;252;190;1;59:05,0;nyyyyynnyn;6
OK Non-Maintainers;Commercial;ring-daemon;src/media/rtp_session.h;3;FALSE;FALSE;FALSE;FALSE;0,53056;0,125;0;3;FALSE;1;9;1;11;20;35;1;131;50;50;58;0;52:59,0;ynnnnnnnnn;1
Maintainers failure;Commercial;ring-daemon;configure.ac;4;TRUE;TRUE;FALSE;TRUE;0,1021;0,03636;0,11111;34;FALSE;4;455;4;460;45;522;154;7681;7;134;73;14;13:57,0;nnnnnnnnnn;0
Maintainers failure;Commercial;ring-daemon;configure.ac;5;TRUE;TRUE;TRUE;TRUE;0,08517;0,01818;0,00694;34;FALSE;2;455;2;460;45;522;25;7681;7;7;14;0;00:51,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;ring-daemon;configure.ac;3;FALSE;FALSE;TRUE;FALSE;0,13596;0,07273;0,22222;34;FALSE;8;455;8;460;45;522;104;7681;7;277;216;29;25:01,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;configure.ac;2;FALSE;FALSE;FALSE;FALSE;0,11057;0,04545;0,04861;34;FALSE;5;455;5;460;45;522;17;7681;7;118;57;11;51:24,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;configure.ac;2;FALSE;FALSE;FALSE;FALSE;0,0767;0,00909;0,01389;34;FALSE;1;455;1;460;45;522;3;7681;7;39;47;4;40:28,0;nnnnynnnnn;1
OK Non-Maintainers;Commercial;ring-daemon;src/media/video/video_base.cpp;3;FALSE;FALSE;FALSE;FALSE;0,28935;0,06667;0,01538;7;FALSE;2;55;2;58;22;89;20;1547;27;27;35;0;19:10,0;yynnnnnnnn;2
OK Maintainer;Commercial;ring-daemon;src/plugin_manager.h;5;FALSE;FALSE;FALSE;FALSE;1;1;1;4;TRUE;5;10;6;12;65;65;285;304;161;161;100;0;47:15,0;yyynyynnny;6
Non-Maintainers failure;Commercial;ring-daemon;src/plugin_manager.h;3;TRUE;TRUE;FALSE;TRUE;0,62894;0,33333;0,00649;4;FALSE;2;10;2;12;65;65;10;304;161;531;469;3;20:32,0;nnnynnynnn;2
Non-Maintainers failure;Commercial;ring-daemon;src/media/audio/dcblocker.cpp;3;FALSE;TRUE;TRUE;TRUE;0,52928;0,27273;0,25926;10;FALSE;3;43;3;47;19;38;26;564;8;252;190;1;59:05,0;nyyyynnnnn;4
OK Non-Maintainers;Commercial;ring-daemon;src/sip/sipcall.cpp;3;FALSE;FALSE;FALSE;FALSE;0,18146;0,07353;0,08282;24;FALSE;5;280;5;286;77;897;89;11653;12;134;73;11;13:57,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;src/sip/sipcall.cpp;2;FALSE;FALSE;FALSE;FALSE;0,18146;0,07353;0,01227;24;FALSE;5;280;5;286;77;897;61;11653;12;337;276;16;11:46,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;ring-daemon;src/sip/sipcall.cpp;2;FALSE;FALSE;FALSE;FALSE;0,12954;0,01471;0;24;FALSE;1;280;1;286;77;897;10;11653;12;50;58;8;52:59,0;nnnnnnnnyn;1
OK Non-Maintainers;Commercial;ring-daemon;src/sip/sdes_negotiator.cpp;1;FALSE;FALSE;FALSE;FALSE;0,39945;0,05;0,01351;9;FALSE;1;57;1;61;37;111;2;2661;105;234;172;1;21:30,0;nynnnnnnnn;1
OK Maintainer;Commercial;ring-daemon;src/media/socket_pair.h;5;FALSE;FALSE;FALSE;FALSE;1;1;0,71795;6;FALSE;12;23;12;27;33;85;210;412;252;252;190;0;59:05,0;yynnynnnyn;4
OK Maintainer;Commercial;ring-daemon;src/media/socket_pair.h;4;FALSE;FALSE;FALSE;FALSE;0,62906;0,25;0,5641;6;FALSE;3;23;3;27;33;85;42;412;252;604;542;7;46:19,0;nnnnnnnynn;1
Non-Maintainers failure;Commercial;ring-daemon;src/media/audio/opensl/audio_recorder.h;3;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;0;1;1;2;16;30;55;57;252;313;252;1;57:29,0;ny;1
OK Maintainer;Commercial;ring-daemon;src/media/audio/opensl/opensllayer.cpp;5;FALSE;FALSE;FALSE;FALSE;0,71324;0,69231;1;7;FALSE;18;102;18;105;31;437;1359;4786;57;57;65;0;45:08,0;ynynyynynn;5
OK Non-Maintainers;Commercial;ring-daemon;src/sip/sdp.h;1;FALSE;FALSE;FALSE;FALSE;0,1557;0,01613;0,01299;11;FALSE;1;136;1;141;112;150;2;3264;105;234;172;1;21:30,0;nynnnnnnnn;1
OK Maintainer;Commercial;ring-daemon;src/media/media_buffer.cpp;5;FALSE;FALSE;FALSE;FALSE;1;1;1;5;TRUE;4;10;5;12;27;182;250;291;8;252;190;1;59:05,0;nynnynynyy;5
Maintainers failure;Commercial;ring-daemon;src/media/media_buffer.cpp;4;FALSE;FALSE;TRUE;FALSE;0,65931;0,4;0,09852;5;FALSE;2;10;2;12;27;182;23;291;8;265;204;2;51:22,0;nnyynnnnnn;2
Non-Maintainers failure;Commercial;ring-daemon;src/media/media_buffer.cpp;2;TRUE;TRUE;FALSE;TRUE;0,65931;0,4;0,04926;5;FALSE;2;10;2;12;27;182;15;291;8;403;342;5;10:08,0;nnnnnynnnn;1
Non-Maintainers failure;Commercial;ring-daemon;src/media/media_buffer.cpp;3;TRUE;TRUE;FALSE;TRUE;0,61457;0,2;0,00493;5;FALSE;1;10;1;12;27;182;1;291;8;8;15;0;19:19,0;ynnnnnnnnn;1
Maintainers failure;Commercial;ring-daemon;src/sip/siptransport.h;5;TRUE;FALSE;FALSE;FALSE;0,59199;0,42857;0,2236;8;FALSE;12;69;12;71;46;134;142;1262;134;252;190;1;59:05,0;nyynynynnn;4
OK Maintainer;Commercial;ring-daemon;src/sip/siptransport.h;5;FALSE;FALSE;FALSE;FALSE;1;1;1;8;FALSE;28;69;28;71;46;134;657;1262;134;496;434;3;49:00,0;nnnynynyyy;5
OK Non-Maintainers;Commercial;ring-daemon;src/sip/siptransport.h;1;FALSE;FALSE;FALSE;FALSE;0,31381;0,03571;0;8;FALSE;1;69;1;71;46;134;6;1262;134;134;73;0;19:04,0;ynnnnnnnnn;1
Maintainers failure;OSS;django;tests/test_discovery_sample2/tests.py;4;FALSE;FALSE;TRUE;FALSE;0,82932;1;0;2;FALSE;1;1;1;2;0;32;56;63;604;604;604;0;59:05,0;yn;1
OK Non-Maintainers;OSS;django;django/contrib/gis/db/backends/spatialite/operations.py;3;FALSE;FALSE;FALSE;FALSE;0,57592;0,16667;0,02963;22;FALSE;2;61;2;62;49;187;13;1002;48;611;611;17;56:42,0;nnnnnnnnnn;0
Maintainers failure;OSS;django;tests/forms_tests/tests/test_formsets.py;4;TRUE;TRUE;TRUE;TRUE;0,63711;0,14286;0,01008;32;FALSE;1;46;1;50;279;850;6;2288;20;488;488;6;42:59,0;nnnnnnynnn;1
OK Non-Maintainers;OSS;django;tests/forms_tests/tests/test_formsets.py;2;FALSE;FALSE;FALSE;FALSE;0,63711;0,14286;0,01849;32;FALSE;1;46;1;50;279;850;14;2288;20;1158;1157;28;44:27,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;django;tests/forms_tests/tests/test_formsets.py;3;FALSE;FALSE;FALSE;FALSE;0,63711;0,14286;0,0084;32;FALSE;1;46;1;50;279;850;6;2288;20;795;794;10;12:32,0;nnnnnnnnnn;0
Maintainers failure;OSS;django;django/core/signals.py;4;TRUE;FALSE;FALSE;FALSE;0,78671;1;0,25;4;FALSE;1;3;1;4;0;5;1;14;648;648;648;0;46:40,0;ynnn;1
Maintainers failure;OSS;django;tests/i18n/commands/templates/test.html;4;TRUE;TRUE;FALSE;TRUE;0,63341;0,2;0,11111;9;FALSE;1;18;1;21;2;85;6;155;78;329;329;4;28:23,0;nnnnynnnnn;1
OK Maintainer;OSS;django;django/contrib/postgres/functions.py;5;FALSE;FALSE;FALSE;FALSE;0,82932;1;0,11111;2;FALSE;1;1;1;2;0;7;3;14;135;135;135;0;05:47,0;yn;1
Non-Maintainers failure;OSS;django;django/contrib/postgres/functions.py;2;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;0;1;1;2;0;7;11;14;135;413;413;1;00:34,0;ny;1
OK Maintainer;OSS;django;django/core/checks/templates.py;5;FALSE;FALSE;FALSE;FALSE;0,82932;1;0,82609;2;FALSE;1;1;1;2;1;33;19;42;122;122;122;0;48:14,0;yn;1
OK Maintainer;OSS;django;django/contrib/postgres/aggregates/general.py;4;FALSE;FALSE;FALSE;FALSE;0,82932;1;0,1;2;FALSE;1;1;1;2;0;28;7;50;65;65;64;0;53:16,0;yn;1
Non-Maintainers failure;OSS;django;tests/template_tests/test_logging.py;3;TRUE;TRUE;TRUE;TRUE;0,86125;1;1;3;FALSE;2;3;2;4;0;97;72;147;301;301;301;0;20:19,0;yynn;2
OK Non-Maintainers;OSS;django;django/contrib/gis/db/models/query.py;2;FALSE;FALSE;FALSE;FALSE;0,38065;0,0625;0,00458;22;FALSE;1;61;1;62;267;382;4;1921;78;529;529;7;25:34,0;nnnnnnnynn;1
OK Non-Maintainers;OSS;django;django/contrib/gis/db/models/query.py;3;FALSE;FALSE;FALSE;FALSE;0,38065;0,0625;0,00229;22;FALSE;1;61;1;62;267;382;2;1921;78;936;936;23;13:18,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;django;django/contrib/gis/db/models/query.py;2;FALSE;FALSE;FALSE;FALSE;0,38065;0,0625;0,00229;22;FALSE;1;61;1;62;267;382;2;1921;78;559;559;11;16:35,0;nnnnnnnnnn;0
OK Maintainer;OSS;django;tests/db_functions/models.py;5;FALSE;FALSE;FALSE;FALSE;1;1;1;3;TRUE;1;3;2;4;3;42;46;60;135;135;135;0;05:47,0;ynny;2
Maintainers failure;OSS;django;tests/transaction_hooks/tests.py;4;FALSE;FALSE;TRUE;FALSE;0,82932;1;0,06364;2;FALSE;1;1;1;2;11;173;14;234;62;62;62;0;54:57,0;yn;1
OK Non-Maintainers;OSS;django;django/db/migrations/autodetector.py;1;FALSE;FALSE;FALSE;FALSE;0,15745;0,01786;0,01849;43;FALSE;1;131;1;132;241;879;38;3746;2;559;559;21;16:35,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;django;django/db/migrations/autodetector.py;1;FALSE;FALSE;FALSE;FALSE;0,15745;0,01786;0;43;FALSE;1;131;1;132;241;879;2;3746;2;851;850;89;52:49,0;nnnnnnnnnn;0
OK Maintainer;OSS;django;tests/prefetch_related/test_uuid.py;4;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;0;1;1;2;5;81;95;106;144;410;409;1;40:51,0;ny;1
OK Non-Maintainers;OSS;django;tests/delete/tests.py;3;FALSE;FALSE;FALSE;FALSE;0,7202;0,25;0,00885;19;FALSE;1;29;1;31;68;368;3;878;112;184;183;1;26:39,0;nynnnnnnnn;1
Maintainers failure;OSS;django;django/views/decorators/clickjacking.py;4;FALSE;FALSE;TRUE;FALSE;0,80095;1;0;3;FALSE;1;2;1;3;26;22;3;71;322;322;322;0;14:35,0;ynn;1
Maintainers failure;OSS;django;tests/auth_tests/test_mixins.py;4;TRUE;FALSE;TRUE;TRUE;0,78671;1;0,0166;4;FALSE;1;3;1;4;4;185;6;277;108;184;183;2;26:39,0;nnyn;1
Maintainers failure;OSS;django;tests/forms_tests/tests/test_widgets.py;5;TRUE;TRUE;FALSE;TRUE;0,48954;0,07143;0,40816;32;FALSE;1;66;1;70;52;141;21;5284;81;488;488;11;42:59,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;django;tests/forms_tests/tests/test_widgets.py;2;FALSE;FALSE;FALSE;FALSE;0,48954;0,07143;0;32;FALSE;1;66;1;70;52;141;6;5284;81;322;322;5;14:35,0;nnnnnynnnn;1
OK Non-Maintainers;OSS;django;tests/forms_tests/tests/test_widgets.py;2;FALSE;FALSE;FALSE;FALSE;0,48954;0,07143;0;32;FALSE;1;66;1;70;52;141;19;5284;81;446;446;9;38:20,0;nnnnnnnnny;1
OK Non-Maintainers;OSS;django;tests/forms_tests/tests/test_widgets.py;3;FALSE;FALSE;FALSE;FALSE;0,48954;0,07143;0;32;FALSE;1;66;1;70;52;141;13;5284;81;998;997;28;13:00,0;nnnnnnnnnn;0
Maintainers failure;OSS;ember.js;packages/ember-runtime/tests/system/string/decamelize_test.js;4;TRUE;TRUE;FALSE;TRUE;0,74785;0,25;0,90909;10;FALSE;1;11;1;15;0;50;14;171;98;448;455;2;42:16,0;nnynnnnnnn;1
OK Non-Maintainers;OSS;ember.js;packages/ember-metal/lib/is_empty.js;3;FALSE;FALSE;FALSE;FALSE;0,67715;0,33333;0,07692;7;FALSE;1;10;1;12;23;28;2;109;37;276;283;1;13:33,0;nynnnnnnnn;1
OK Non-Maintainers;OSS;ember.js;packages/ember-metal/lib/is_empty.js;1;FALSE;FALSE;FALSE;FALSE;0,67715;0,33333;0;7;FALSE;1;10;1;12;23;28;2;109;37;675;681;8;12:19,0;nnnnnnnnyn;1
Maintainers failure;OSS;ember.js;packages/ember-glimmer/tests/integration/helpers/element-action-test.js;5;FALSE;TRUE;FALSE;FALSE;1;0,5;1;5;TRUE;0;5;1;6;0;1156;1438;1498;0;74;80;5;40:28,0;nnnnny;1
Maintainers failure;OSS;ember.js;packages/ember-runtime/lib/controllers/controller.js;5;TRUE;TRUE;TRUE;TRUE;0,67254;0,375;0;19;FALSE;3;41;3;44;37;16;28;474;37;1056;1062;22;36:57,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;ember.js;packages/ember-runtime/lib/controllers/controller.js;3;FALSE;FALSE;TRUE;FALSE;0,58385;0,125;0,11429;19;FALSE;1;41;1;44;37;16;42;474;37;737;743;10;12:58,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;ember.js;packages/ember-runtime/lib/controllers/controller.js;2;FALSE;FALSE;FALSE;FALSE;0,58385;0,125;0;19;FALSE;1;41;1;44;37;16;2;474;37;1294;1301;33;39:57,0;nnnnnnnnnn;0
OK Maintainer;OSS;ember.js;packages/ember-htmlbars/lib/helpers/hash.js;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;0;1;1;2;25;3;35;40;129;321;327;1;40:06,0;ny;1
OK Non-Maintainers;OSS;ember.js;packages/ember-runtime/tests/mixins/enumerable_test.js;3;FALSE;FALSE;FALSE;FALSE;0,62306;0,11111;0,01852;18;FALSE;1;37;1;42;20;267;5;955;37;182;189;2;32:01,0;nnynnnnnnn;1
OK Non-Maintainers;OSS;ember.js;packages/ember-runtime/tests/mixins/enumerable_test.js;2;FALSE;FALSE;FALSE;FALSE;0,62306;0,11111;0,01852;18;FALSE;1;37;1;42;20;267;8;955;37;1009;1015;23;41:47,0;nnnnnnnnnn;0
Maintainers failure;OSS;ember.js;packages/ember-glimmer/lib/utils/process-args.js;4;FALSE;TRUE;FALSE;FALSE;1;0,5;0,32258;6;TRUE;0;7;1;8;0;119;95;298;30;89;96;7;27:09,0;nnnnnnny;1
Non-Maintainers failure;OSS;ember.js;packages/ember-htmlbars/lib/system/invoke-helper.js;2;FALSE;FALSE;TRUE;FALSE;0,72811;0,5;0,2;4;FALSE;1;5;1;6;0;23;5;56;188;188;195;0;09:34,0;ynnnnn;1
OK Maintainer;OSS;ember.js;packages/ember-template-compiler/lib/plugins/transform-inline-link-to.js;4;FALSE;FALSE;FALSE;FALSE;0,82932;1;0,23077;2;FALSE;1;1;1;2;1;39;16;62;73;73;80;0;09:00,0;yn;1
Non-Maintainers failure;OSS;ember.js;packages/ember-glimmer/lib/utils/iterable.js;3;FALSE;TRUE;TRUE;TRUE;0,78671;1;0,20168;4;FALSE;1;3;1;4;0;150;30;214;22;22;29;0;22:55,0;ynnn;1
OK Maintainer;OSS;ember.js;packages/ember-glimmer/lib/modifiers/action.js;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;1;2;2;3;6;162;216;236;1;74;80;1;40:28,0;nyy;2
Maintainers failure;OSS;ember.js;packages/ember-glimmer/tests/integration/components/closure-components-test.js;4;FALSE;TRUE;FALSE;FALSE;1;0,5;1;4;TRUE;0;4;1;5;9;527;726;757;29;112;118;4;15:31,0;nnnny;1
Non-Maintainers failure;OSS;Faker;src/Faker/Provider/sl_SI/Payment.php;2;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;0;1;1;2;8;9;19;19;407;738;754;1;30:52,0;ny;1
Maintainers failure;OSS;Faker;src/Faker/Provider/es_PE/Person.php;5;TRUE;FALSE;TRUE;TRUE;0,79522;1;0,04255;3;FALSE;2;4;2;5;3;77;4;226;419;419;436;0;45:13,0;yynnn;2
Maintainers failure;OSS;Faker;src/Faker/Provider/en_GB/Address.php;4;TRUE;TRUE;FALSE;TRUE;0,57429;0,25;0,72368;5;FALSE;2;14;2;15;13;120;62;369;0;3;20;1;27:32,0;nyynnnnnnn;2
OK Maintainer;OSS;Faker;src/Faker/ORM/Spot/ColumnTypeGuesser.php;5;FALSE;FALSE;FALSE;FALSE;1;1;0,11594;1;TRUE;1;1;2;2;9;60;93;93;159;159;176;0;28:01,0;yy;2
Maintainers failure;OSS;Faker;src/Faker/Calculator/Iban.php;5;TRUE;TRUE;TRUE;TRUE;0,78671;0,5;0;3;FALSE;1;3;1;4;30;32;1;77;268;284;301;2;00:15,0;nnyn;1
OK Maintainer;OSS;Faker;src/Faker/Provider/lv_LV/Address.php;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;0;1;1;2;0;95;114;118;775;1096;1113;1;33:23,0;ny;1
OK Maintainer;OSS;Faker;src/Faker/Provider/ka_GE/Person.php;4;FALSE;FALSE;FALSE;FALSE;1;1;1;3;TRUE;0;2;1;3;0;55;59;77;58;568;585;2;40:42,0;nny;1
Maintainers failure;OSS;Faker;src/Faker/Provider/Uuid.php;5;TRUE;TRUE;TRUE;TRUE;0,6139;0,2;0;3;FALSE;1;6;1;7;10;39;2;81;281;281;298;0;18:48,0;ynnnnnn;1
OK Maintainer;OSS;Faker;src/Faker/Provider/Uuid.php;4;FALSE;FALSE;FALSE;FALSE;1;1;1;3;TRUE;4;6;5;7;10;39;66;81;281;1251;1268;2;34:41,0;nnyyyyy;5
Maintainers failure;OSS;Faker;src/Faker/Provider/Company.php;5;TRUE;TRUE;TRUE;TRUE;0,64324;0,2;0;6;FALSE;1;11;1;16;9;26;2;547;281;281;298;0;18:48,0;ynnnnnnnnn;1
Non-Maintainers failure;OSS;Faker;src/Faker/Provider/sl_SI/Address.php;2;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;3;4;4;5;12;82;173;173;407;638;654;1;08:31,0;nyyyy;4
Non-Maintainers failure;OSS;Faker;src/Faker/Provider/en_PH/PhoneNumber.php;3;TRUE;TRUE;TRUE;TRUE;1;1;0,87097;2;TRUE;0;1;1;2;5;49;51;106;17;414;431;1;10:32,0;ny;1
OK Maintainer;OSS;Faker;src/Faker/Provider/id_ID/Address.php;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;1;3;2;4;41;221;409;430;553;715;732;2;55:59,0;nnyy;2
Maintainers failure;OSS;Faker;src/Faker/Provider/ru_RU/Text.php;5;FALSE;FALSE;TRUE;FALSE;0,82932;1;0;2;FALSE;1;1;1;2;343;3357;1;4545;78;78;95;0;11:50,0;yn;1
OK Non-Maintainers;OSS;Faker;src/Faker/Provider/Biased.php;3;FALSE;FALSE;FALSE;FALSE;0,74657;0,5;0;2;FALSE;1;2;1;3;33;25;2;76;281;281;298;0;18:48,0;ynn;1
Maintainers failure;OSS;Faker;src/Faker/Provider/uk_UA/Text.php;5;TRUE;TRUE;TRUE;TRUE;0,74657;0,5;0;2;FALSE;1;2;1;3;343;3282;1;4515;78;78;95;0;11:50,0;ynn;1
OK Maintainer;OSS;Faker;src/Faker/Provider/hu_HU/Person.php;4;FALSE;FALSE;FALSE;FALSE;0,9195;1;0,64865;3;FALSE;3;4;3;5;13;64;30;125;85;85;102;0;09:55,0;yyynn;3
Maintainers failure;OSS;Faker;src/Faker/Provider/lt_LT/Company.php;4;FALSE;FALSE;TRUE;FALSE;0,82932;1;0,07143;2;FALSE;1;1;1;2;0;12;2;17;77;77;94;0;02:11,0;yn;1
Non-Maintainers failure;OSS;Faker;src/Faker/Provider/sl_SI/PhoneNumber.php;2;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;1;2;2;3;0;16;20;20;407;737;754;1;41:51,0;nyy;2
Maintainers failure;OSS;Faker;src/Faker/ORM/Spot/EntityPopulator.php;5;FALSE;FALSE;TRUE;FALSE;1;1;0;2;TRUE;0;1;1;2;70;123;222;224;160;200;217;1;45:00,0;ny;1
Non-Maintainers failure;OSS;Faker;src/Faker/ORM/Spot/EntityPopulator.php;3;TRUE;TRUE;FALSE;TRUE;0,82932;1;0;2;FALSE;1;1;1;2;70;123;2;224;160;160;177;0;52:51,0;yn;1
Maintainers failure;OSS;Faker;src/Faker/Provider/lv_LV/PhoneNumber.php;5;FALSE;TRUE;FALSE;FALSE;1;0,5;1;2;TRUE;0;2;1;3;3;10;13;21;152;1096;1113;2;33:23,0;nny;1
Maintainers failure;OSS;Faker;test/Faker/Provider/id_ID/PersonTest.php;5;FALSE;FALSE;TRUE;FALSE;1;1;0;2;TRUE;0;0;2;2;0;33;36;76;700;715;732;1;26:45,0;ny;1
OK Maintainer;OSS;Faker;src/Faker/Provider/lv_LV/Internet.php;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;0;1;1;2;0;7;32;55;788;1096;1113;1;33:23,0;ny;1
Maintainers failure;OSS;Faker;test/Faker/Provider/MiscellaneousTest.php;5;TRUE;TRUE;FALSE;TRUE;0,68982;0,33333;0,11364;3;FALSE;1;4;1;5;0;42;5;56;547;547;564;0;03:45,0;ynnnn;1
Maintainers failure;OSS;Faker;src/Faker/Provider/UserAgent.php;4;TRUE;FALSE;TRUE;TRUE;0,76515;1;0;7;FALSE;1;6;1;7;49;90;8;214;281;281;298;0;18:48,0;ynnnnnn;1
Non-Maintainers failure;OSS;Faker;src/Faker/Provider/UserAgent.php;3;FALSE;TRUE;FALSE;FALSE;0,76515;1;0,00709;7;FALSE;1;6;1;7;49;90;2;214;281;533;549;1;03:04,0;nynnnnn;1
Non-Maintainers failure;OSS;Faker;src/Faker/Provider/UserAgent.php;3;FALSE;TRUE;TRUE;TRUE;0,76515;1;0,11348;7;FALSE;1;6;1;7;49;90;33;214;281;533;549;2;54:18,0;nnynnnn;1
Maintainers failure;OSS;Faker;src/Faker/Provider/zh_TW/Text.php;4;TRUE;TRUE;FALSE;TRUE;0,55942;0,125;1;4;FALSE;1;10;1;12;27;147;210;902;130;183;200;2;18:16,0;nnynnnnnnn;1
