message;systemsGroup;system;file;answer;doa;commit;blame;newApproach;doaV;CommitV;blameV;nDevs;isFirst;DE;nChanges;devCommits;nCommits;LoComm;LoCode;devChurn;fileChurn;daysLastChange;daysLC;daysSurvey;nComAfter;dateLC;last10-s;last10
Maintainers failure;OSS;Faker;src/Faker/Provider/zh_TW/Text.php;4;TRUE;TRUE;TRUE;TRUE;0,55942;0,125;0;4;FALSE;1;10;1;12;27;147;2;902;130;194;211;3;50:41,0;nnnynnnnnn;1
Maintainers failure;OSS;Faker;src/Faker/Provider/zh_TW/Text.php;5;TRUE;TRUE;TRUE;TRUE;0,60014;0,25;0;4;FALSE;2;10;2;12;27;147;6;902;130;130;147;0;58:38,0;yynnnnnnnn;2
Non-Maintainers failure;OSS;Faker;src/Faker/Provider/ar_JO/Text.php;3;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;5;6;6;7;10;135;7871;7927;321;751;768;1;47:27,0;nyyyyyy;6
Maintainers failure;OSS;fog;lib/fog/vcloud_director/requests/compute/get_catalog_item.rb;4;TRUE;TRUE;FALSE;TRUE;0,55946;0,14286;1;3;FALSE;1;13;1;15;8;40;23;168;210;210;230;0;38:21,0;ynnnnnnnnn;1
Non-Maintainers failure;OSS;fog;tests/hp/cdn_tests.rb;2;TRUE;TRUE;FALSE;TRUE;1;1;0;2;TRUE;6;8;8;10;0;23;74;78;1007;1197;1217;2;40:20,0;nnyyyyyyyy;8
OK Non-Maintainers;OSS;fog;lib/fog/cloudstack/models/compute/network.rb;3;FALSE;FALSE;FALSE;FALSE;0,64628;0,25;0,01389;2;FALSE;1;4;1;5;4;59;1;101;374;374;394;0;49:07,0;ynnnn;1
Maintainers failure;OSS;fog;lib/fog/vcloud_director/requests/compute/put_guest_customization_section_vapp.rb;4;TRUE;TRUE;TRUE;TRUE;0,68015;0,14286;0,00787;4;FALSE;1;10;1;13;50;87;1;234;211;942;962;1;56:31,0;nynnnnnnnn;1
OK Non-Maintainers;OSS;fog;lib/fog/vcloud_director/requests/compute/put_guest_customization_section_vapp.rb;3;FALSE;FALSE;FALSE;FALSE;0,68015;0,14286;0,01575;4;FALSE;1;10;1;13;50;87;3;234;211;211;231;0;08:45,0;ynnnnnnnnn;1
Maintainers failure;OSS;fog;lib/fog/vcloud_director/requests/compute/delete_vapp.rb;4;TRUE;TRUE;FALSE;TRUE;0,69857;0,16667;1;3;FALSE;1;7;1;8;13;45;30;85;205;205;225;0;07:00,0;ynnnnnnn;1
Non-Maintainers failure;OSS;fog;lib/fog/vcloud_director/requests/compute/delete_vapp.rb;3;TRUE;FALSE;FALSE;FALSE;0,91836;0,16667;0;3;TRUE;0;7;1;8;13;45;20;85;205;1023;1043;7;15:09,0;nnnnnnny;1
Maintainers failure;OSS;fog;lib/fog/vcloud_director/requests/compute/get_vm_disks.rb;4;TRUE;TRUE;FALSE;TRUE;0,71082;0,16667;1;3;FALSE;1;8;1;10;12;38;20;87;209;209;229;0;57:12,0;ynnnnnnnnn;1
Maintainers failure;OSS;fog;lib/fog/vcloud_director/requests/compute/get_vm_network.rb;4;TRUE;TRUE;FALSE;TRUE;0,7672;0,33333;1;3;FALSE;2;9;2;11;12;43;27;98;205;205;225;0;40:16,0;yynnnnnnnn;2
Maintainers failure;OSS;fog;lib/fog/vcloud_director/requests/compute/get_vms.rb;4;TRUE;TRUE;FALSE;TRUE;0,72644;0,33333;0,8125;3;FALSE;2;10;2;13;9;31;35;97;210;210;230;0;38:21,0;yynnnnnnnn;2
Maintainers failure;OSS;fog;lib/fog/vcloud_director/requests/compute/get_metadata.rb;4;TRUE;TRUE;FALSE;TRUE;0,72064;0,2;0,61111;3;FALSE;1;7;1;10;11;29;11;77;209;209;229;0;50:33,0;ynnnnnnnnn;1
Non-Maintainers failure;OSS;fog;tests/hp/storage_tests.rb;2;TRUE;TRUE;FALSE;TRUE;1;1;0;2;TRUE;6;7;8;9;0;27;82;131;695;1197;1217;1;40:20,0;nyyyyyyyy;8
Maintainers failure;OSS;fog;lib/fog/vcloud_director/requests/compute/get_catalog.rb;4;TRUE;TRUE;FALSE;TRUE;0,56962;0,09091;0,82759;3;FALSE;1;17;1;19;10;50;27;225;210;210;230;0;38:21,0;ynnnnnnnnn;1
Maintainers failure;OSS;fog;lib/fog/vcloud_director/generators/compute/compose_common.rb;4;TRUE;TRUE;TRUE;TRUE;0,68982;0,25;0,09375;3;FALSE;1;4;1;6;0;109;9;266;79;118;138;1;54:41,0;nynnnn;1
Maintainers failure;OSS;fog;lib/fog/vcloud_director/requests/compute/put_product_sections.rb;4;TRUE;TRUE;TRUE;TRUE;0,69039;0,25;0,09524;2;FALSE;1;3;1;7;10;32;5;147;139;139;159;0;19:02,0;ynnnnnn;1
OK Non-Maintainers;OSS;fog;lib/fog/fogdocker/requests/compute/image_all.rb;3;FALSE;FALSE;FALSE;FALSE;0,73872;0,5;0,04;3;FALSE;1;3;1;4;0;27;2;33;509;827;847;1;10:00,0;nynn;1
Maintainers failure;OSS;fog;lib/fog/vcloud_director/requests/compute/get_vapp.rb;4;TRUE;TRUE;TRUE;TRUE;0,54903;0,08333;0,00676;4;FALSE;1;23;1;25;14;141;1;762;209;209;229;0;15:35,0;ynnnnnnnnn;1
Non-Maintainers failure;OSS;moment/moment;src/lib/create/parsing-flags.js;1;FALSE;FALSE;TRUE;FALSE;0;0;0,61538;4;FALSE;0;1;0;4;1;22;0;19;110;438;462;1;28:24,0;nynn;1
OK Maintainer;OSS;moment/moment;meteor/package.js;4;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;3;4;4;5;1;22;59;61;268;582;605;1;15:34,0;nyyyy;4
Maintainers failure;OSS;moment/moment;meteor/package.js;5;TRUE;TRUE;TRUE;TRUE;0,64628;0,25;0,03571;2;FALSE;1;4;1;5;1;22;2;61;268;268;292;0;31:42,0;ynnnn;1
OK Non-Maintainers;OSS;moment/moment;src/lib/parse/regex.js;1;FALSE;FALSE;FALSE;FALSE;0,71756;0,2;0,02564;4;FALSE;1;8;1;10;3;39;8;88;179;331;354;4;39:00,0;nnnnynnnnn;1
OK Non-Maintainers;OSS;moment/moment;src/lib/moment/min-max.js;1;FALSE;FALSE;FALSE;FALSE;0,76515;0,5;0;6;FALSE;1;6;1;8;6;50;20;103;26;26;50;0;47:58,0;ynnnnnnn;1
OK Non-Maintainers;OSS;moment/moment;Gruntfile.js;3;FALSE;FALSE;FALSE;FALSE;0,32808;0,06897;0,01449;9;FALSE;2;77;2;79;15;194;39;1153;187;1024;1048;44;21:33,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;moment/moment;Gruntfile.js;1;FALSE;FALSE;TRUE;FALSE;0,35282;0,10345;0,36232;9;FALSE;3;77;3;79;15;194;43;1153;187;581;605;11;24:44,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;moment/moment;Gruntfile.js;3;FALSE;FALSE;TRUE;FALSE;0,76224;0,48276;0,4058;9;TRUE;13;77;14;79;15;194;368;1153;187;533;557;9;40:26,0;nnnnnnnnny;1
OK Non-Maintainers;OSS;moment/moment;src/lib/units/day-of-week.js;1;FALSE;FALSE;FALSE;FALSE;0,62231;0,11111;0,00837;6;FALSE;1;14;1;16;16;299;3;508;13;438;462;12;28:24,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;monolog;src/Monolog/Processor/WebProcessor.php;3;FALSE;FALSE;TRUE;FALSE;0,3862;0,05882;0,13846;7;FALSE;1;25;1;26;42;57;12;227;36;699;724;6;48:29,0;nnnnnnynnn;1
OK Non-Maintainers;OSS;monolog;src/Monolog/Processor/WebProcessor.php;3;FALSE;FALSE;FALSE;FALSE;0,41442;0,11765;0,04615;7;FALSE;2;25;2;26;42;57;6;227;36;996;1021;11;04:29,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;monolog;src/Monolog/Processor/WebProcessor.php;3;FALSE;FALSE;TRUE;FALSE;0,44273;0,17647;0,49231;7;FALSE;3;25;3;26;42;57;59;227;36;731;757;8;41:03,0;nnnnnnnnyy;2
OK Maintainer;OSS;monolog;tests/Monolog/Handler/NewRelicHandlerTest.php;4;FALSE;FALSE;FALSE;FALSE;1;0,85714;1;7;TRUE;5;18;6;19;11;150;142;320;36;1041;1066;11;40:44,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;monolog;tests/Monolog/Handler/NewRelicHandlerTest.php;2;FALSE;FALSE;TRUE;FALSE;0,62136;0,28571;0,41935;7;FALSE;2;18;2;19;11;150;36;320;36;640;666;6;42:07,0;nnnnnnynyn;2
Maintainers failure;OSS;monolog;tests/Monolog/LoggerTest.php;5;TRUE;TRUE;TRUE;TRUE;0,34273;0,04762;0,02787;7;FALSE;1;28;1;29;94;361;10;805;36;1790;1816;23;29:10,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;monolog;tests/Monolog/LoggerTest.php;3;FALSE;FALSE;FALSE;FALSE;0,34273;0,04762;0;7;FALSE;1;28;1;29;94;361;20;805;36;1495;1521;19;29:27,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;monolog;tests/Monolog/LoggerTest.php;3;FALSE;FALSE;TRUE;FALSE;0,36795;0,09524;0,14286;7;FALSE;2;28;2;29;94;361;49;805;36;278;304;8;15:42,0;nnnnnnnnyn;1
Maintainers failure;OSS;monolog;src/Monolog/Handler/HipChatHandler.php;4;TRUE;TRUE;FALSE;TRUE;0,56502;0,15385;0,34127;14;FALSE;2;29;2;30;117;159;68;667;36;990;1015;25;50:57,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;monolog;src/Monolog/Handler/HipChatHandler.php;3;FALSE;FALSE;FALSE;FALSE;0,5262;0,07692;0;14;FALSE;1;29;1;30;117;159;4;667;36;394;420;8;21:16,0;nnnnnnnnyn;1
OK Non-Maintainers;OSS;monolog;src/Monolog/Handler/HipChatHandler.php;1;FALSE;FALSE;FALSE;FALSE;0,5262;0,07692;0;14;FALSE;1;29;1;30;117;159;1;667;36;705;731;19;41:31,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;monolog;src/Monolog/Handler/HipChatHandler.php;3;FALSE;FALSE;FALSE;FALSE;0,5262;0,07692;0;14;FALSE;1;29;1;30;117;159;5;667;36;556;582;17;23:54,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;monolog;tests/Monolog/Handler/FingersCrossedHandlerTest.php;3;FALSE;FALSE;TRUE;FALSE;0,45619;0,08333;0,10976;7;FALSE;1;23;1;24;74;185;18;397;36;766;792;7;26:42,0;nnnnnnnynn;1
OK Non-Maintainers;OSS;monolog;tests/Monolog/Handler/FingersCrossedHandlerTest.php;2;FALSE;FALSE;FALSE;FALSE;0,48938;0,16667;0,08537;7;FALSE;2;23;2;24;74;185;21;397;36;1159;1184;10;57:25,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;acceptance/tests/parser_functions/hiera_array/lookup_data.rb;3;TRUE;TRUE;TRUE;TRUE;0,91801;1;1;5;FALSE;4;10;4;11;0;88;120;289;582;662;668;1;00:47,0;nyyyynnnnn;4
Non-Maintainers failure;OSS;puppet;lib/puppet/provider/interface/cisco.rb;1;TRUE;TRUE;TRUE;TRUE;0,80095;1;0,21053;3;FALSE;1;2;1;3;0;21;18;59;1315;1919;1925;1;40:31,0;nyn;1
Non-Maintainers failure;OSS;puppet;lib/puppet/provider/vlan/cisco.rb;1;TRUE;TRUE;TRUE;TRUE;0,80095;1;0,2;3;FALSE;1;2;1;3;1;21;14;56;1315;1919;1925;1;40:31,0;nyn;1
OK Maintainer;OSS;puppet;acceptance/tests/resource/group/should_destroy.rb;4;FALSE;FALSE;FALSE;FALSE;1;1;0,55556;3;TRUE;0;2;5;7;0;11;70;89;109;1917;1923;2;58:26,0;nnyyyyy;5
Non-Maintainers failure;OSS;puppet;ext/vim/syntax/puppet.vim;1;FALSE;FALSE;TRUE;FALSE;0;0;1;7;FALSE;0;19;0;21;29;72;0;241;551;3135;3141;18;08:41,0;nnnnnnnnnn;0
Maintainers failure;OSS;puppet;lib/puppet/face/help.rb;4;TRUE;TRUE;TRUE;TRUE;0,46976;0,15385;0,05;10;FALSE;2;29;2;31;25;149;26;586;28;1922;1928;18;38:31,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;acceptance/tests/ticket_2455_on_solaris_init_provider_should_start_service_in_own_smf_contract.rb;3;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;2;3;3;4;2;109;148;163;319;463;469;1;47:31,0;nyyy;3
Non-Maintainers failure;OSS;puppet;acceptance/tests/modules/upgrade/introducing_new_dependencies.rb;3;FALSE;FALSE;TRUE;FALSE;0,7454;0,5;0,41667;11;FALSE;1;12;1;13;2;31;26;187;251;838;844;4;26:36,0;nnnnynnnnn;1
Non-Maintainers failure;OSS;puppet;acceptance/tests/modules/upgrade/introducing_new_dependencies.rb;1;FALSE;FALSE;TRUE;FALSE;0,7454;0,5;0,66667;11;FALSE;1;12;1;13;2;31;22;187;251;819;825;3;57:35,0;nnnynnnnnn;1
Non-Maintainers failure;OSS;puppet;acceptance/tests/modules/changes/missing_checksums_json.rb;3;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;0;1;1;2;0;32;37;41;323;558;564;1;54:08,0;ny;1
OK Non-Maintainers;OSS;puppet;spec/unit/file_serving/fileset_spec.rb;1;FALSE;FALSE;FALSE;FALSE;0,58385;0,14286;0;15;FALSE;1;41;1;45;2;284;1;2284;124;2048;2054;29;40:43,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;spec/unit/file_serving/fileset_spec.rb;3;FALSE;FALSE;TRUE;FALSE;0,58385;0,14286;0,21891;15;FALSE;1;41;1;45;2;284;628;2284;124;2202;2208;31;12:17,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;spec/unit/file_serving/fileset_spec.rb;1;FALSE;FALSE;TRUE;FALSE;0,71696;0,57143;0,13433;15;FALSE;4;41;4;45;2;284;91;2284;124;927;933;7;29:11,0;nnnnnnnyyy;3
OK Non-Maintainers;OSS;puppet;spec/unit/file_serving/fileset_spec.rb;3;FALSE;FALSE;FALSE;FALSE;0,67254;0,42857;0,00995;15;FALSE;3;41;3;45;2;284;22;2284;124;1904;1910;24;18:57,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;lib/puppet/provider/network_device.rb;1;FALSE;TRUE;TRUE;TRUE;0,78671;1;0,28846;4;FALSE;1;3;1;4;4;52;21;85;579;1919;1925;2;40:31,0;nnyn;1
Maintainers failure;OSS;puppet;spec/unit/indirector/facts/yaml_spec.rb;4;TRUE;TRUE;TRUE;TRUE;0,66994;0,25;0,03774;9;FALSE;1;14;1;20;0;216;26;367;124;2202;2208;11;12:17,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;spec/unit/indirector/facts/yaml_spec.rb;3;FALSE;FALSE;TRUE;FALSE;0,66994;0,25;1;9;FALSE;1;14;1;20;0;216;214;367;124;1965;1971;7;12:44,0;nnnnnnnynn;1
Maintainers failure;OSS;puppet;lib/puppet/reference/function.rb;5;TRUE;FALSE;TRUE;TRUE;0,77742;1;0,09091;5;FALSE;1;4;1;5;0;14;2;25;1209;2202;2208;2;12:17,0;nnynn;1
Non-Maintainers failure;OSS;puppet;lib/puppet/ssl/certificate_signer.rb;2;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;0;1;1;2;5;16;22;24;323;1283;1289;1;56:57,0;ny;1
OK Maintainer;OSS;puppet;acceptance/tests/doc/ticket_4120_cannot_generate_type_reference.rb;4;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;0;1;5;6;0;6;25;27;194;1917;1923;1;58:26,0;nyyyyy;5
Non-Maintainers failure;OSS;puppet;lib/puppet/util/network_device.rb;1;FALSE;FALSE;TRUE;FALSE;0,72811;0,5;1;5;FALSE;1;5;1;6;1;14;12;30;908;1919;1925;4;40:31,0;nnnnyn;1
Non-Maintainers failure;OSS;puppet;spec/unit/pops/parser/parse_capabilities_spec.rb;3;FALSE;FALSE;TRUE;FALSE;0,73872;0,5;1;3;FALSE;1;3;1;4;0;33;42;98;118;314;319;1;10:15,0;nynn;1
Maintainers failure;OSS;puppet;lib/puppet/agent.rb;5;TRUE;TRUE;FALSE;TRUE;0,57168;0,51111;0,43333;24;TRUE;44;188;46;192;5;83;2536;4964;172;2610;2616;49;18:44,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;puppet;lib/puppet/agent.rb;1;FALSE;FALSE;FALSE;FALSE;0,11091;0,02222;0;24;FALSE;2;188;2;192;5;83;6;4964;172;2167;2173;34;24:08,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;lib/puppet/agent.rb;3;FALSE;FALSE;TRUE;FALSE;0,19611;0,12222;0,96667;24;FALSE;11;188;11;192;5;83;205;4964;172;2202;2208;35;12:17,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;puppet;lib/puppet/agent.rb;1;FALSE;FALSE;FALSE;FALSE;0,10144;0,01111;0;24;FALSE;1;188;1;192;5;83;2;4964;172;1445;1451;15;30:31,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;acceptance/tests/environment/can_enumerate_environments.rb;3;TRUE;TRUE;TRUE;TRUE;0,85263;0,625;0,25;9;FALSE;5;22;5;23;0;58;24;169;286;656;662;6;54:34,0;nnnnnnyyyn;3
Maintainers failure;OSS;puppet;spec/unit/resource/capability_finder_spec.rb;4;TRUE;FALSE;FALSE;FALSE;0,74853;0,66667;1;2;FALSE;2;4;2;5;0;102;97;199;41;41;47;0;37:28,0;ynynn;2
OK Maintainer;OSS;puppet;lib/puppet/parser/functions/filter.rb;5;FALSE;FALSE;FALSE;FALSE;1;1;0,32203;5;TRUE;13;18;16;22;10;49;313;421;343;613;619;1;05:50,0;nyyynnyyyy;7
OK Maintainer;OSS;puppet;acceptance/tests/resource/file/should_remove_dir.rb;5;FALSE;FALSE;FALSE;FALSE;1;1;0,53333;2;TRUE;1;2;6;7;0;17;107;135;1630;1849;1855;1;58:44,0;nyyyyyy;6
Non-Maintainers failure;OSS;puppet;acceptance/tests/modules/changes/module_with_modified_file.rb;3;FALSE;FALSE;TRUE;FALSE;0,78671;0,5;0,21053;5;FALSE;1;3;1;5;0;17;7;62;251;838;844;2;26:36,0;nnynn;1
OK Maintainer;OSS;puppet;ext/osx/preflight.erb;5;FALSE;FALSE;FALSE;FALSE;0,86679;1;0,48571;3;FALSE;3;4;3;7;16;31;58;150;1056;1065;1070;1;19:05,0;nyyynnn;3
Non-Maintainers failure;OSS;puppet;spec/unit/indirector/file_content/file_spec.rb;3;FALSE;FALSE;TRUE;FALSE;0,55819;0,14286;0,66667;6;FALSE;1;15;1;21;0;11;12;186;124;2202;2208;8;12:17,0;nnnnnnnnyy;2
Non-Maintainers failure;OSS;puppet;acceptance/tests/resource/service/smf_should_stop.rb;3;TRUE;TRUE;FALSE;TRUE;0,82932;1;0,06897;2;FALSE;1;1;1;2;0;25;4;35;802;802;808;0;23:16,0;yn;1
Non-Maintainers failure;OSS;puppet;lib/puppet/indirector/facts/network_device.rb;1;TRUE;TRUE;TRUE;TRUE;1;1;1;6;TRUE;0;5;1;6;1;20;25;37;642;1919;1925;5;40:31,0;nnnnny;1
OK Maintainer;OSS;puppet;lib/puppet/pops/parser/code_merger.rb;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;2;3;3;4;12;15;35;39;292;292;298;0;37:36,0;ynyy;3
Non-Maintainers failure;OSS;puppet;ext/redhat/client.init;3;FALSE;FALSE;TRUE;FALSE;0,74385;0,375;1;16;FALSE;3;33;3;35;17;137;68;435;270;270;276;0;10:58,0;yynnynnnnn;3
Non-Maintainers failure;OSS;puppet;acceptance/tests/modules/changes/invalid_module_install_path.rb;3;TRUE;FALSE;TRUE;TRUE;0,82932;0,5;0,5;3;FALSE;1;1;1;3;0;12;9;43;838;838;844;0;26:36,0;ynn;1
Non-Maintainers failure;OSS;puppet;lib/puppet/indirector/status/rest.rb;1;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;0;1;1;2;0;6;5;9;1378;2371;2377;1;16:38,0;ny;1
Non-Maintainers failure;OSS;puppet;spec/integration/environments/setting_hooks_spec.rb;3;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;0;1;1;2;0;21;27;29;625;636;642;1;20:34,0;ny;1
Maintainers failure;OSS;puppet;lib/puppet/parser/functions/hiera.rb;5;TRUE;TRUE;TRUE;TRUE;0,63341;0,2;0;12;FALSE;1;18;1;20;17;53;1;420;330;1701;1707;14;07:35,0;nnnnnnnnnn;0
Maintainers failure;OSS;puppet;lib/puppet/parser/functions/hiera.rb;4;TRUE;TRUE;TRUE;TRUE;0,63341;0,2;0;12;FALSE;1;18;1;20;17;53;3;420;330;524;529;1;00:55,0;nynnnnnnnn;1
OK Non-Maintainers;OSS;puppet;lib/puppet/parser/functions/hiera.rb;1;FALSE;FALSE;FALSE;FALSE;0,63341;0,2;0;12;FALSE;1;18;1;20;17;53;19;420;330;1236;1242;7;25:42,0;nnnnnnnynn;1
OK Maintainer;OSS;puppet;lib/puppet/provider/service/runit.rb;4;FALSE;FALSE;FALSE;FALSE;0,81483;1;1;12;FALSE;6;28;6;29;14;78;206;527;34;2202;2208;14;12:17,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;puppet;lib/puppet/provider/service/runit.rb;1;FALSE;FALSE;FALSE;FALSE;0,63857;0,33333;0,05556;12;FALSE;2;28;2;29;14;78;6;527;34;927;933;4;24:59,0;nnnnyynnnn;2
Maintainers failure;OSS;puppet;lib/puppet/functions/reverse_each.rb;5;TRUE;TRUE;TRUE;TRUE;0,64628;0,25;0,08696;2;FALSE;1;4;1;5;6;16;61;191;36;36;42;0;17:01,0;ynnnn;1
Non-Maintainers failure;OSS;puppet;lib/puppet/forge/errors.rb;2;TRUE;TRUE;TRUE;TRUE;0,83157;1;0,16418;5;FALSE;3;7;3;8;29;70;16;164;714;824;830;1;57:05,0;nyynynnn;3
Maintainers failure;OSS;puppet;acceptance/tests/allow_arbitrary_node_name_fact_for_agent.rb;5;TRUE;TRUE;TRUE;TRUE;0,79231;0,4;0;9;FALSE;2;15;2;16;0;72;8;158;597;1733;1739;13;10:23,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;acceptance/tests/allow_arbitrary_node_name_fact_for_agent.rb;3;TRUE;TRUE;TRUE;TRUE;0,95495;1;0,97059;9;FALSE;5;15;5;16;0;72;50;158;597;663;668;2;19:51,0;nnyyyyynnn;5
Non-Maintainers failure;OSS;puppet;acceptance/tests/allow_arbitrary_node_name_fact_for_agent.rb;3;TRUE;FALSE;TRUE;TRUE;1;0,2;1;9;TRUE;0;15;1;16;0;72;46;158;597;1874;1880;15;24:16,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;ext/emacs/puppet-mode.el;3;TRUE;TRUE;FALSE;TRUE;0,85002;0,83333;0,07468;8;FALSE;5;23;5;24;93;297;262;1571;323;3104;3109;16;19:04,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;spec/integration/file_serving/terminus_helper_spec.rb;3;FALSE;FALSE;TRUE;FALSE;0,7454;0,33333;1;8;FALSE;1;12;1;14;0;17;20;63;124;2202;2208;11;12:17,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;lib/puppet/provider/package/pip3.rb;3;FALSE;TRUE;FALSE;FALSE;0,78671;1;0,0625;4;FALSE;1;3;1;4;2;12;2;24;32;32;38;0;36:49,0;ynnn;1
OK Maintainer;OSS;puppet;acceptance/tests/ticket_4289_facter_should_recognize_OEL_operatingsystemrelease.rb;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;1;2;6;7;9;10;107;109;323;1832;1838;1;01:13,0;nyyyyyy;6
OK Non-Maintainers;OSS;puppet;acceptance/tests/modules/generate/basic_generate.rb;2;FALSE;FALSE;FALSE;FALSE;0,68982;0,33333;0,05;3;FALSE;1;4;1;5;0;18;2;72;698;818;824;1;33:30,0;nynnn;1
OK Maintainer;OSS;puppet;lib/puppet/provider/package/dnf.rb;5;FALSE;FALSE;FALSE;FALSE;0,80871;1;0,15;2;FALSE;2;3;2;4;11;27;7;50;27;27;33;0;45:45,0;yynn;2
OK Maintainer;OSS;puppet;spec/shared_examples/rhel_package_provider.rb;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;0;1;1;2;1;335;337;341;21;61;67;1;25:08,0;ny;1
Non-Maintainers failure;OSS;puppet;spec/unit/resource/type_collection_helper_spec.rb;2;FALSE;FALSE;TRUE;FALSE;0,75685;0,5;0,90909;6;FALSE;1;8;1;13;0;18;22;60;124;2202;2208;7;12:17,0;nnnnnnnyyy;3
Non-Maintainers failure;OSS;puppet;spec/unit/util/plist_spec.rb;3;FALSE;TRUE;TRUE;TRUE;0,78671;1;0,20833;4;FALSE;1;3;1;4;0;119;15;149;19;34;40;1;12:57,0;nynn;1
Maintainers failure;OSS;puppet;lib/puppet/provider/package/up2date.rb;4;TRUE;TRUE;FALSE;TRUE;0,53985;0,27273;0,2963;8;FALSE;3;26;3;27;6;26;5;202;1645;2712;2718;9;43:09,0;nnnnnnnnny;1
Non-Maintainers failure;OSS;puppet;lib/puppet/provider/package/up2date.rb;2;FALSE;FALSE;TRUE;FALSE;0,57454;0,36364;1;8;FALSE;4;26;4;27;6;26;68;202;1645;2202;2208;5;12:17,0;nnnnnyyyyn;4
OK Maintainer;OSS;puppet;lib/puppet/provider/service/openrc.rb;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;0;1;1;2;4;53;69;73;1163;1592;1598;1;57:02,0;ny;1
OK Maintainer;OSS;puppet;lib/puppet/functions/scanf.rb;5;FALSE;FALSE;FALSE;FALSE;1;1;1;4;TRUE;4;7;5;8;27;15;57;104;34;596;602;3;59:01,0;nnnyyyyy;5
OK Maintainer;OSS;puppet;lib/puppet/application/certificate_revocation_list.rb;4;FALSE;FALSE;FALSE;FALSE;1;1;0,75;2;TRUE;2;4;3;5;3;3;12;19;1531;1974;1980;2;13:52,0;nnyyy;3
Maintainers failure;OSS;puppet;lib/puppet/parameter.rb;4;TRUE;TRUE;FALSE;TRUE;0,51297;0,42857;0,17717;24;FALSE;15;92;15;94;308;206;829;3740;34;2446;2452;41;46:19,0;nnnnnnnnnn;0
Maintainers failure;OSS;puppet;lib/puppet/parameter.rb;4;TRUE;TRUE;FALSE;TRUE;0,23626;0,02857;1;24;FALSE;1;92;1;94;308;206;353;3740;34;1314;1320;18;35:54,0;nnnnnnnnnn;0
Maintainers failure;OSS;puppet;lib/puppet/parameter.rb;4;TRUE;TRUE;TRUE;TRUE;0,27573;0,08571;0;24;FALSE;3;92;3;94;308;206;14;3740;34;1825;1831;24;47:07,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;puppet;lib/puppet/parameter.rb;1;FALSE;FALSE;FALSE;FALSE;0,25599;0,05714;0;24;FALSE;2;92;2;94;308;206;20;3740;34;2217;2223;37;27:14,0;nnnnnnnnnn;0
Non-Maintainers failure;OSS;puppet;lib/puppet/parameter.rb;3;FALSE;FALSE;TRUE;FALSE;0,41403;0,28571;0,68898;24;FALSE;10;92;10;94;308;206;594;3740;34;2202;2208;27;12:17,0;nnnnnnnnnn;0
OK Non-Maintainers;OSS;puppet;lib/puppet/parameter.rb;1;FALSE;FALSE;FALSE;FALSE;0,23626;0,02857;0,00787;24;FALSE;1;92;1;94;308;206;3;3740;34;1188;1194;15;46:17,0;nnnnnnnnnn;0
